PMID,Title,Abstract,Journal,Year
25459689,Prenatal arsenic exposure alters the programming of the glucocorticoid signaling system during embryonic development.,"The glucocorticoid system, which plays a critical role in a host of cellular functions including mood disorders and learning and memory, has been reported to be disrupted by arsenic. In previous work we have developed and characterized a prenatal moderate arsenic exposure (50ppb) model and identified several deficits in learning and memory and mood disorders, as well as alterations within the glucocorticoid receptor signaling system in the adolescent mouse. In these present studies we assessed the effects of arsenic on the glucocorticoid receptor (GR) pathway in both the placenta and the fetal brain in response at two critical periods, embryonic days 14 and 18. The focus of these studies was on the 11β-hydroxysteroid dehydrogenase enzymes (11β-HSD1 and 11β-HSD2) which play a key role in glucorticoid synthesis, as well as the expression and set point of the GR negative feedback regulation. Negative feedback regulation is established early in development. At E14 we found arsenic exposure significantly decreased expression of both protein and message in brain of GR and the 11β-HSD1, while 11β-HSD2 enzyme protein levels were increased but mRNA levels were decreased in the brain. These changes in brain protein continued into the E18 time point, but mRNA levels were no longer significantly altered. Placental HSD11B2 mRNA was not altered by arsenic treatment but protein levels were elevated at E14. GR placental protein levels were decreased at E18 in the arsenic exposed condition. This suggests that arsenic exposure may alter GR expression levels as a consequence of a prolonged developmental imbalance between 11β-HSD1 and 11β-HSD2 protein expression despite decreased 11HSDB2 mRNA. The suppression of GR and the failure to turn down 11β-HSD2 protein expression during fetal development may lead to an altered set point for GR signaling throughout adulthood. To our knowledge, these studies are the first to demonstrate that gestational exposure to moderate levels of arsenic results in altered fetal programming of the glucocorticoid system.",Neurotoxicology and teratology,2015
25459332,The developmental neurotoxicity of arsenic: cognitive and behavioral consequences of early life exposure.,"More than 200 million people worldwide are chronically exposed to arsenic. Arsenic is a known human carcinogen, and its carcinogenic and systemic toxicity have been extensively studied. By contrast, the developmental neurotoxicity of arsenic has been less well described. The aim of this review was to provide a comprehensive review of the developmental neurotoxicity of arsenic.",Annals of global health,2014
25402686,The relation of maternal blood arsenic to anemia during pregnancy.,"To clarify the relationship of prenatal arsenic exposure to hemoglobin concentrations and anemia during pregnancy, a longitudinal study was conducted of 364 participants during early pregnancy from October 2006 to March 2011 in Tehran, Iran. Maternal whole blood (taken between 8-12 and 20-24 weeks of gestation, and at delivery) and umbilical cord blood samples were collected for arsenic measurement. The mean concentration of maternal blood arsenic in the first trimester of pregnancy was significantly lower in anemic women compared with non-anemic participants (mean ± SD: 12.4 ± 3.4 versus 14.8 ± 4.0 μg/L, respectively, p < 0.001). Maternal whole blood arsenic levels in the first and third trimesters were significantly (p < 0.05) correlated with hemoglobin concentrations measured throughout gestation (r = 0.312, 0.424, and 0.183). Multiple logistic regression analysis demonstrated that increased maternal blood arsenic levels in the first trimester were significantly negatively associated to anemia during pregnancy (OR = 0.85, CI: 0.77-0.94, p < 0.01). The present study showed that prenatal blood arsenic exposure was not a risk factor for the occurrence of anemia.",Women & health,2015
25311704,Consumption of low-moderate level arsenic contaminated water does not increase spontaneous pregnancy loss: a case control study.,"Previous work suggests an increased risk for spontaneous pregnancy loss linked to high levels of inorganic arsenic (iAs) in drinking water sources (>10 μg/L). However, there has been little focus to date on the impact of low-moderate levels of iAs in drinking water (<10 μg/L). To address this data gap we conducted a hospital-based case-control study in Timis County, Romania.",Environmental health : a global access science source,2014
25304211,Prenatal arsenic exposure and the epigenome: identifying sites of 5-methylcytosine alterations that predict functional changes in gene expression in newborn cord blood and subsequent birth outcomes.,"Prenatal exposure to inorganic arsenic (iAs) is detrimental to the health of newborns and increases the risk of disease development later in life. Here we examined a subset of newborn cord blood leukocyte samples collected from subjects enrolled in the Biomarkers of Exposure to ARsenic (BEAR) pregnancy cohort in Gómez Palacio, Mexico, who were exposed to a range of drinking water arsenic concentrations (0.456-236 µg/l). Changes in iAs-associated DNA 5-methylcytosine methylation were assessed across 424,935 CpG sites representing 18,761 genes and compared with corresponding mRNA expression levels and birth outcomes. In the context of arsenic exposure, a total of 2919 genes were identified with iAs-associated differences in DNA methylation. Site-specific analyses identified DNA methylation changes that were most predictive of gene expression levels where CpG methylation within CpG islands positioned within the first exon, the 5' untranslated region and 200 bp upstream of the transcription start site yielded the most significant association with gene expression levels. A set of 16 genes was identified with correlated iAs-associated changes in DNA methylation and mRNA expression and all were highly enriched for binding sites of the early growth response (EGR) and CCCTC-binding factor (CTCF) transcription factors. Furthermore, DNA methylation levels of 7 of these genes were associated with differences in birth outcomes including gestational age and head circumference.These data highlight the complex interplay between DNA methylation, functional changes in gene expression and health outcomes and underscore the need for functional analyses coupled to epigenetic assessments.",Toxicological sciences : an official journal of the Society of Toxicology,2015
25299345,Fetal exposure to environmental neurotoxins in Taiwan.,"Mercury (Hg), lead (Pb), cadmium (Cd), and arsenic (As) are recognized neurotoxins in children that particularly affect neurodevelopment and intellectual performance. Based on the hypothesis that the fetal basis of adult disease is fetal toxic exposure that results in adverse outcomes in adulthood, we explored the concentrations of key neurotoxins (i.e., Hg, Pb, Cd, and As) in meconium to identify the risk factors associated with these concentrations. From January 2007 to December 2009, 545 mother-infant pairs were recruited. The geometric mean concentrations of Pb and As in the meconium of babies of foreign-born mothers (22.9 and 38.1 µg/kg dry weight, respectively) were significantly greater than those of babies of Taiwan-born mothers (17.5 and 33.0 µg/kg dry weight, respectively). Maternal age (≥30 y), maternal education, use of traditional Chinese herbs during pregnancy, and fish cutlet consumption (≥3 meals/wk) were risk factors associated with concentrations of key prenatal neurotoxins. The Taiwan government should focus more attention on providing intervention programs for immigrant mothers to help protect the health of unborn babies. Further investigation on how multiple neurotoxins influence prenatal neurodevelopment is warranted.",PloS one,2014
25288670,"Exposure to As-, Cd-, and Pb-mixture induces Aβ, amyloidogenic APP processing and cognitive impairments via oxidative stress-dependent neuroinflammation in young rats.","Environmental pollutants act as risk factors for Alzheimer's disease (AD), mainly affecting the aging population. We investigated early manifestations of AD-like pathology by a mixture of arsenic (As), cadmium (Cd), and lead (Pb), reported to impair neurodevelopment. We treated rats with As+Cd+Pb at their concentrations detected in groundwater of India, ie, 0.38, 0.098, and 0.22 ppm or 10 times of each, respectively, from gestation-05 to postnatal day-180. We identified dose-dependent increase in amyloid-beta (Aβ) in frontal cortex and hippocampus as early as post-weaning. The effect was strongly significant during early-adulthood, reaching levels comparable to an Aβ-infused AD-like rat model. The metals activated the proamyloidogenic pathway, mediated by increase in amyloid precursor protein (APP), and subsequent beta secretase (BACE) and presenilin (PS)-mediated APP-processing. Investigating the mechanism of Aβ-induction revealed an augmentation in oxidative stress-dependent neuroinflammation that stimulated APP expression through interleukin-responsive-APP-mRNA 5'-untranslated region. We then examined the effects of individual metals and binary mixtures in comparison with the tertiary. Among individual metals, Pb triggered maximum induction of Aβ, whereas individual As or Cd had a relatively non-significant effect on Aβ despite enhanced APP, owing to reduced induction of BACE and PS. Interestingly, when combined the metals demonstrated synergism, with a major contribution by As. The synergistic effect was significant and consistent in tertiary mixture, resulting in the augmentation of Aβ. Eventually, increase in Aβ culminated in cognitive impairments in the young rats. Together, our data demonstrate that exposure to As+Cd+Pb induces premature manifestation of AD-like pathology that is synergistic, and oxidative stress and inflammation dependent.",Toxicological sciences : an official journal of the Society of Toxicology,2015
25253650,"Response to letter to the editor by Cohen et al. (2014) ""Re: Waalkes et al.: Lung tumors in mice induced by ""whole-life"" inorganic arsenic exposure at human-relevant doses, Arch Toxicol, 2014"".",,Archives of toxicology,2014
25229165,In utero arsenic exposure and fetal immune repertoire in a US pregnancy cohort.,"Arsenic has wide-ranging effects on human health and there is evidence that it alters the immune response by influencing CD4+/CD8+ T cell ratios, IL-2 cytokine levels, and the expression of immune-response genes. We investigated the impact of in utero environmental arsenic exposure on immune development and function in newborns participating in a pregnancy cohort in New Hampshire, U.S., where arsenic levels have exceeded the current EPA maximum contaminant level of 10 μg/L. Our results showed that maternal urinary arsenic concentrations were inversely related to absolute total CD45RA+ CD4+ cord blood CD69+ T cell counts (N=116, p=0.04) and positively associated with CD45RA+ CD69- CD294+ cell counts (p=0.01). In placental samples (N=70), higher in utero urinary arsenic concentrations were positively associated with the expression of IL1β (p=0.03). These data provide evidence that relatively low-level arsenic exposure in utero may alter the fetal immune system and lead to immune dysregulation.","Clinical immunology (Orlando, Fla.)",2014
25131850,In utero and early childhood exposure to arsenic decreases lung function in children.,"The lung is a target organ for adverse health outcomes following exposure to As. Several studies have reported a high prevalence of respiratory symptoms and diseases in subjects highly exposed to As through drinking water; however, most studies to date has been performed in exposed adults, with little information on respiratory effects in children. The objective of the study was to evaluate the association between urinary levels of As and its metabolites with lung function in children exposed in utero and in early childhood to high As levels through drinking water. A total of 358 healthy children were included in our study. Individual exposure was assessed based on urinary concentration of inorganic As. Lung function was assessed by spirometry. Participants were exposed since pregnancy until early childhood to an average water As concentration of 152.13 µg l⁻¹. The mean urinary As level registered in the studied subjects was 141.2 µg l⁻¹ and only 16.7% had a urinary concentration below the national concern level. Forced vital capacity was significantly decreased in the studied population and it was negatively associated with the percentage of inorganic As. More than 57% of the subjects had a restrictive spirometric pattern. The urinary As level was higher in those children with restrictive lung patterns when compared with the levels registered in subjects with normal spirometric patterns. Exposure to As through drinking water during in utero and early life was associated with a decrease in forced vital capacity and with a restrictive spirometric pattern in the children evaluated.",Journal of applied toxicology : JAT,2015
25112959,"Re: Waalkes et al.: Lung tumors in mice induced by ""whole-life"" inorganic arsenic exposure at human-relevant doses, Arch Toxicol, 2014.",,Archives of toxicology,2014
25008990,Levels of heavy metals and trace elements in umbilical cord blood and the risk of adverse pregnancy outcomes: a population-based study.,"To better understand the relationship between prenatal exposure to heavy metals and trace elements and the risk of adverse pregnancy outcomes, we investigated the status of heavy metals and trace elements level in a Chinese population by collecting umbilical cord blood. Umbilical cord blood heavy metals and trace elements concentrations were determined by inductively coupled plasma-mass spectrometry. No differences with statistical significance in the median arsenic (As), cadmium (Cd), cobalt (Co), chromium (Cr), copper (Cu), manganese (Mn), nickel (Ni), lead (Pb), strontium (Sr), thallium (Tl), vanadium (V), and zinc (Zn) concentrations were observed between the adverse pregnancy outcome group and the reference group. Titanium (Ti) and antimony (Sb) were found at higher levels with statistical significance in the cord blood samples with adverse pregnancy group when compared to the ones in the reference group. The association between Ti levels and the risk of adverse pregnancy outcomes remained significant after adjusting for potential confounding factors, including newborn weight. These results indicated that environmental exposure to Ti may increase the risk of adverse pregnancy outcomes in Chinese women without occupational exposure.",Biological trace element research,2014
25005685,"Lung tumors in mice induced by ""whole-life"" inorganic arsenic exposure at human-relevant doses.","In mice, inorganic arsenic in the drinking water in the parts per million range via the dam during in utero life or with whole-life exposure is a multi-site carcinogen in the offspring. However, human arsenic exposure is typically in the parts per billion (ppb) range. Thus, we studied ""whole-life"" inorganic arsenic carcinogenesis in mice at levels more relevant to humans. Breeder male and female CD1 mice were exposed to 0, 50, 500 or 5,000 ppb arsenic (as sodium arsenite) in the drinking water for 3 weeks prior to breeding, during pregnancy and lactation, and after weaning (at week 3) groups of male and female offspring (initial n = 40) were exposed for up to 2 years. Tumors were assessed in these offspring. Arsenic exposure had no effect on pregnant dam weights or water consumption, litter size, offspring birthweight or weight at weaning compared to control. In male offspring mice, arsenic exposure increased (p < 0.05) bronchiolo-alveolar tumor (adenoma or carcinoma) incidence at 50-ppb group (51 %) and 500-ppb group (54 %), but not at 5,000-ppb group (28 %) compared to control (22 %). These arsenic-induced bronchiolo-alveolar tumors included increased (p < 0.05) carcinoma at 50-ppb group (27 %) compared to controls (8 %). An increase (p < 0.05) in lung adenoma (25 %) in the 50-ppb group compared to control (11 %) occurred in female offspring. Thus, in CD1 mice whole-life arsenic exposure induced lung tumors at human-relevant doses (i.e., 50 and 500 ppb).",Archives of toxicology,2014
24975740,"Chemical mixtures, maternal exposure and infant neurodevelopment: did we miss positive (breastfeeding) and negative (mercury) confounders?",,Neurotoxicology and teratology,2014
24973755,Letter in response to Dr. José G. Dórea.,,Neurotoxicology and teratology,2014
24965135,"Arsenic exposure in early pregnancy alters genome-wide DNA methylation in cord blood, particularly in boys.","Early-life inorganic arsenic exposure influences not only child health and development but also health in later life. The adverse effects of arsenic may be mediated by epigenetic mechanisms, as there are indications that arsenic causes altered DNA methylation of cancer-related genes. The objective was to assess effects of arsenic on genome-wide DNA methylation in newborns. We studied 127 mothers and cord blood of their infants. Arsenic exposure in early and late pregnancy was assessed by concentrations of arsenic metabolites in maternal urine, measured by high performance liquid chromatography-inductively coupled plasma mass spectrometry. Genome-wide 5-methylcytosine methylation in mononuclear cells from cord blood was analyzed by Infinium HumanMethylation450K BeadChip. Urinary arsenic in early gestation was associated with cord blood DNA methylation (Kolmogorov-Smirnov test, P-value<10-15), with more pronounced effects in boys than in girls. In boys, 372 (74%) of the 500 top CpG sites showed lower methylation with increasing arsenic exposure (r S -values>-0.62), but in girls only 207 (41%) showed inverse correlation (r S -values>-0.54). Three CpG sites in boys (cg15255455, cg13659051 and cg17646418), but none in girls, were significantly correlated with arsenic after adjustment for multiple comparisons. The associations between arsenic and DNA methylation were robust in multivariable-adjusted linear regression models. Much weaker associations were observed with arsenic exposure in late compared with early gestation. Pathway analysis showed overrepresentation of affected cancer-related genes in boys, but not in girls. In conclusion, early prenatal arsenic exposure appears to decrease DNA methylation in boys. Associations between early exposure and DNA methylation might reflect interference with de novo DNA methylation.",Journal of developmental origins of health and disease,2014
24955086,Investigating Epigenetic Effects of Prenatal Exposure to Toxic Metals in Newborns: Challenges and Benefits.,"Increasing evidence suggest that epigenetic alterations can greatly impact human health, and that epigenetic mechanisms (DNA methylation, histone modifications, and microRNAs) may be particularly relevant in responding to environmental toxicant exposure early in life. The epigenome plays a vital role in embryonic development, tissue differentiation and disease development by controlling gene expression. In this review we discuss what is currently known about epigenetic alterations in response to prenatal exposure to inorganic arsenic (iAs) and lead (Pb), focusing specifically on their effects on DNA methylation. We then describe how epigenetic alterations are being studied in newborns as potential biomarkers of <i>in utero</i> environmental toxicant exposure, and the benefits and challenges of this approach. In summary, the studies highlighted herein indicate how epigenetic mechanisms are impacted by early life exposure to iAs and Pb, and the research that is being done to move towards understanding the relationships between toxicant-induced epigenetic alterations and disease development. Although much remains unknown, several groups are working to understand the correlative and causal effects of early life toxic metal exposure on epigenetic changes and how these changes may result in later development of disease.",Medical epigenetics,2014
24952232,Fluoxetine treatment ameliorates depression induced by perinatal arsenic exposure via a neurogenic mechanism.,"Several epidemiological studies have reported an association between arsenic exposure and increased rates of psychiatric disorders, including depression, in exposed populations. We have previously demonstrated that developmental exposure to low amounts of arsenic induces depression in adulthood along with several morphological and molecular aberrations, particularly associated with the hippocampus and the hypothalamic-pituitary-adrenal (HPA) axis. The extent and potential reversibility of this toxin-induced damage has not been characterized to date. In this study, we assessed the effects of fluoxetine, a selective serotonin reuptake inhibitor antidepressant, on adult animals exposed to arsenic during development. Perinatal arsenic exposure (PAE) induced depressive-like symptoms in a mild learned helplessness task and in the forced swim task after acute exposure to a predator odor (2,4,5-trimethylthiazoline, TMT). Chronic fluoxetine treatment prevented these behaviors in both tasks in arsenic-exposed animals and ameliorated arsenic-induced blunted stress responses, as measured by corticosterone (CORT) levels before and after TMT exposure. Morphologically, chronic fluoxetine treatment reversed deficits in adult hippocampal neurogenesis (AHN) after PAE, specifically differentiation and survival of neural progenitor cells. Protein expression of BDNF, CREB, the glucocorticoid receptor (GR), and HDAC2 was significantly increased in the dentate gyrus of arsenic animals after fluoxetine treatment. This study demonstrates that damage induced by perinatal arsenic exposure is reversible with chronic fluoxetine treatment resulting in restored resiliency to depression via a neurogenic mechanism.",Neurotoxicology,2014
24924402,Arsenic exposure and cell-mediated immunity in pre-school children in rural Bangladesh.,"Prenatal arsenic exposure has been associated with reduced thymic index and increased morbidity in infants, indicating arsenic-related impaired immune function. We aimed at elucidating potential effects of pre- and postnatal arsenic exposure on cell-mediated immune function in pre-school aged children. Children born in a prospective mother-child cohort in rural Bangladesh were followed up at 4.5 years of age (n = 577). Arsenic exposure was assessed by concentrations of arsenic metabolites (U-As) in child urine and maternal urine during pregnancy, using high-performance liquid chromatography online with inductively coupled plasma mass spectrometry. For assessment of delayed type hypersensitivity response, an intradermal injection of purified protein derivative (PPD) was given to Bacillus Calmette-Guerin vaccinated children. The diameter (mm) of induration was measured after 48-72 h. Plasma concentrations of 27 cytokines were analyzed by a multiplex cytokine assay. Children's concurrent, but not prenatal, arsenic exposure was associated with a weaker response to the injected PPD. The risk ratio (RR) of not responding to PPD (induration <5 mm) was 1.37 (95% confidence interval (CI): 1.07, 1.74) in children in the highest quartile of U-As (range 126-1228 μg/l), compared with the lowest (range 12-34 μg/l). The p for trend across the quartiles was 0.003. The association was stronger in undernourished children. Children's U-As in tertiles was inversely associated with two out of 27 cytokines only, i.e., IL-2 and TNF-α, both Th1 cytokines (in the highest tertile, regression coefficients (95% CI): -1.57 (-2.56, -0.57) and -4.53 (-8.62, -0.42), respectively), but not with Th2 cytokines. These associations were particularly strong in children with recent infections. In conclusion, elevated childhood arsenic exposure appeared to reduce cell-mediated immunity, possibly linked to reduced concentrations of Th1 cytokines.",Toxicological sciences : an official journal of the Society of Toxicology,2014
24888618,Bayesian importance parameter modeling of misaligned predictors: soil metal measures related to residential history and intellectual disability in children.,"In this paper, we propose a novel spatial importance parameter hierarchical logistic regression modeling approach that includes measurement error from misalignment. We apply this model to study the relationship between the estimated concentration of soil metals at the residence of mothers and the development of intellectual disability (ID) in their children. The data consist of monthly computerized claims data about the prenatal experience of pregnant women living in nine areas within South Carolina and insured by Medicaid during January 1, 1996 and December 31, 2001 and the outcome of ID in their children during early childhood. We excluded mother-child pairs if the mother moved to an unknown location during pregnancy. We identified an association of the ID outcome with arsenic (As) and mercury (Hg) concentration in soil during pregnancy, controlling for infant sex, maternal race, mother's age, and gestational weeks at delivery. There is some indication that Hg has a slightly higher importance in the third and fourth months of pregnancy, while As has a more uniform effect over all the months with a suggestion of a slight increase in risk in later months.",Environmental science and pollution research international,2014
24860721,Arsenic-Associated Changes to the Epigenome: What Are the Functional Consequences?,"Inorganic arsenic (iAs) poses a major threat to worldwide human health, and yet the molecular mechanisms underlying the toxic effects associated with iAs exposure are not well understood. There is increasing experimental evidence indicating that epigenetic modifications may play a major role in the development of diseases associated with exposure to environmental toxicants. Research in the field has firmly established that iAs exposure is associated with epigenetic alterations including changes in DNA methylation, miRNA abundance, and post-translational histone modifications. Here, we summarize recent studies that have expanded the current knowledge of these relationships. These studies have pinpointed specific regions of the genome and genes that are targets of arsenical-induced epigenetic changes, including those associated with <i>in utero</i> iAs exposure. The recent literature indicates that iAs biotransformation likely plays an important role in the relationship between iAs exposure and the epigenome, in addition to the sex and genetic background of individuals. The research also shows that relatively low to moderate exposure to iAs is associated with epigenetic effects. However, while it is well established that arsenicals can alter components of the epigenome, in many cases, the biological significance of these alterations remains unknown. The manner by which these and future studies may help inform the role of epigenetic modifications in the development of iAs-associated disease is evaluated and the need for functional validation emphasized.",Current environmental health reports,2014
24859871,Increased lung and bladder cancer incidence in adults after in utero and early-life arsenic exposure.,"From 1958 to 1970, >100,000 people in northern Chile were exposed to a well-documented, distinct period of high drinking water arsenic concentrations. We previously reported ecological evidence suggesting that early-life exposure in this population resulted in increased mortality in adults from several outcomes, including lung and bladder cancer.","Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",2014
24771409,Does the metal content in soil around a pregnant woman's home increase the risk of low birth weight for her infant?,"Low birth weight (LBW) is associated with a number of maternal environmental exposures during pregnancy. This study explored the association between soil metal concentrations around the home where the mother lived during pregnancy and the outcome of LBW. We used a retrospective cohort of 9,920 mother-child pairs who were insured by Medicaid during pregnancy and lived in ten residential areas, where we conducted soil sampling. We used a grid that overlaid the residential areas and collected soil samples at the grid intersections. The soil was analyzed for the concentration of eight metals [arsenic (As), barium (Ba), chromium (Cr), copper (Cu), lead (Pb), manganese (Mn), nickel (Ni), and mercury (Hg)], and we then used Bayesian Kriging to estimate the concentration at the actual maternal addresses, since we had the GIS coordinates of the homes. We used generalized additive modeling, because the metal concentrations had nonlinear associations with LBW, to develop the best fitting multivariable model for estimating the risk of LBW. The final model showed significant associations for female infants, maternal smoking during pregnancy, non-white mothers, Cu, and As with LBW. The As variable was nonlinear in relation to LBW, and the association between higher concentrations of As with LBW was strong (p = 0.002). We identified a statistically significant association between soil concentrations of arsenic around the home of pregnant women and an increased risk of LBW for her infant.",Environmental geochemistry and health,2014
24750016,Are different soil metals near the homes of pregnant women associated with mild and severe intellectual disability in children?,"We explored the association of relatively low concentrations of metals in the soil proximal to maternal residence during pregnancy, with intellectual disability. We hypothesized different metals would be associated with mild versus severe intellectual disability.",Developmental medicine and child neurology,2014
24731450,Geophagy practices and the content of chemical elements in the soil eaten by pregnant women in artisanal and small scale gold mining communities in Tanzania.,"Geophagy, a form of pica, is the deliberate consumption of soil and is relatively common across Sub-Saharan Africa. In Tanzania, pregnant women commonly eat soil sticks sold in the market (pemba), soil from walls of houses, termite mounds, and ground soil (kichuguu). The present study examined geophagy practices of pregnant women in a gold mining area of Geita District in northwestern Tanzania, and also examined the potential for exposure to chemical elements by testing soil samples.",BMC pregnancy and childbirth,2014
24710728,Assessment of exposure to trace metals in a cohort of pregnant women from an urban center by urine analysis in the first and third trimesters of pregnancy.,"Prenatal exposure to trace metals, whether they are essential, non-essential, or toxic, must be assessed for their potential health effects in the offspring. Herein is reported an approach to this end which involved collection of urine samples during the first and third trimesters of pregnancy from 489 mothers from Sabadell (Catalonia, Spain), a highly industrialized town. These samples were analyzed for cobalt (Co), nickel (Ni), copper (Cu), zinc (Zn), selenium (Se), arsenic (As), molybdenum (Mo), cadmium (Cd), antimonium (Sb), cesium (Cs), thallium (Tl), and lead (Pb). An acid digestion method was developed and validated for inductively coupled plasma quadruple mass spectrometry (Q-ICP-MS) analysis of these 12 metals. The median concentrations of metals ranged from 0.13 to 290 μg/g creatinine, the highest levels were found for Zn and the lowest for Th. The mean concentrations of most metals except As, Ni, Th, and Pb showed statistically significant differences between both trimesters. The concentrations of Mo, Se, Cd, Cs, and Sb were higher in the first than in the third trimester, whereas the opposite was found for Co, Cu, and Zn. The concentrations of all metals in both sampling periods showed statistically significant correlations (p<0.01 for Mo and Cu, p<0.001 for the others). The significant correlations of metal urine concentrations in the first and third trimesters of pregnancy suggest that the observed differences between both periods are related to physiological changes. Accordingly, the measured urine concentrations during either the first or third trimesters can be used as estimates of exposure during pregnancy and can serve as markers for prenatal intake of these metals in the studied cohort.",Environmental science and pollution research international,2014
24675094,Prenatal arsenic exposure and shifts in the newborn proteome: interindividual differences in tumor necrosis factor (TNF)-responsive signaling.,"Exposure to inorganic arsenic (iAs) early in life is associated with adverse health effects in infants, children, and adults, and yet the biological mechanisms that underlie these effects are understudied. The objective of this research was to examine the proteomic shifts associated with prenatal iAs exposure using cord blood samples isolated from 50 newborns from Gómez Palacio, Mexico. Levels of iAs in maternal drinking water (DW-iAs) and the sum of iAs and iAs metabolites in maternal urine (U-tAs) were determined. Cord blood samples representing varying iAs exposure levels during the prenatal period (DW-iAs ranging from <1 to 236 μg As/l) were analyzed for altered expression of proteins associated with U-tAs using a high throughput, antibody-based method. A total of 111 proteins were identified that had a significant association between protein level in newborn cord blood and maternal U-tAs. Many of these proteins are regulated by tumor necrosis factor and are enriched in functionality related to immune/inflammatory response and cellular development/proliferation. Interindividual differences in proteomic response were observed in which 30 newborns were ""activators,"" displaying a positive relationship between protein expression and maternal U-tAs. For 20 ""repressor"" newborns, a negative relationship between protein expression level and maternal U-tAs was observed. The activator/repressor status was significantly associated with maternal U-tAs and head circumference in newborn males. These results may provide a critical groundwork for understanding the diverse health effects associated with prenatal arsenic exposure and highlight interindividual responses to arsenic that likely influence differential susceptibility to adverse health outcomes.",Toxicological sciences : an official journal of the Society of Toxicology,2014
24664213,Expression of the sFLT1 gene in cord blood cells is associated to maternal arsenic exposure and decreased birth weight.,"There is increasing epidemiologic evidence that arsenic exposure in utero is associated with adverse pregnancy outcomes and may contribute to long-term health effects. These effects may occur at low environmental exposures but the underlying molecular mechanism is not clear. We collected cord blood samples of 183 newborns to identify associations between arsenic levels and birth anthropometric parameters in an area with very low arsenic exposure. Our core research aim was to screen for transcriptional marks that mechanistically explain these associations. Multiple regression analyses showed that birth weight decreased with 47 g (95% CI: 16-78 g) for an interquartile range increase of 0.99 μg/L arsenic. The model was adjusted for child's sex, maternal smoking during pregnancy, gestational age, and parity. Higher arsenic concentrations and reduced birth weight were positively associated with changes in expression of the sFLT1 (soluble fms-like tyrosine kinase-1) gene in cord blood cells in girls. The protein product of sFLT1 is a scavenger of vascular endothelial growth factor (VEGF) in the extracellular environment and plays a key role in the inhibition of placental angiogenesis. In terms of fetal development, inhibition of placental angiogenesis leads to impaired nutrition and hence to growth retardation. Various genes related to DNA methylation and oxidative stress showed also changed expression in relation to arsenic exposure but were not related to birth outcome parameters. In conclusion, this study suggests that increased expression of sFLT1 is an intermediate marker that points to placental angiogenesis as a pathway linking prenatal arsenic exposure to reduced birth weight.",PloS one,2014
24626399,Speciation analysis of arsenic in prenatal and children's dietary supplements using microwave-enhanced extraction and ion chromatography-inductively coupled plasma mass spectrometry.,"A study was conducted to develop a microwave-enhanced extraction method for the determination of arsenic species in prenatal and children's dietary supplements prepared from plant materials. The method was optimized by evaluating the efficiency of various solutions previously used to extract arsenic from the types of plant materials used in the dietary supplement formulations. A multivitamin standard reference material (NIST SRM 3280) and a prenatal supplement sample were analyzed in the method optimization. The identified optimum conditions were 0.25 g of sample, 5 mL of 0.3 mol L(-1) orthophosphoric acid (H3PO4) and microwave heating at 90 °C for 30 min. The extracted arsenic was speciated by cation exchange ion chromatography-inductively coupled plasma mass spectrometry (IC-ICP-MS). The method detection limit (MDL) for the arsenic species was in the range 2-8 ng g(-1). Ten widely consumed prenatal and children's dietary supplements were analyzed using the optimized protocol. The supplements were found to have total arsenic in the concentration range 59-531 ng g(-1). The extraction procedure recovered 61-92% of the arsenic from the supplements. All the supplementary products were found to contain arsenite (As(3+)) and dimethylarsinic acid (DMA). Arsenate (As(5+)) was found in two of the supplements, and an unknown specie of arsenic was detected in one product. The results of the analysis were validated using mass balance by comparing the sum of the extracted and non-extracted arsenic with the total concentration of the element in the corresponding samples.",Analytica chimica acta,2014
24584080,"Concentrations of selected heavy metals in maternal blood and associated factors in rural areas in Shanxi Province, China.","Animal experiments indicate that prenatal exposure to mercury (Hg), lead (Pb), cadmium (Cd) and arsenic (As) can induce fetal neural tube defects (NTDs). The objectives of this study were to determine the levels of maternal exposure to Hg, Pb, Cd and As during early pregnancy in rural areas of Shanxi Province, China, in order to explore factors that were associated with the concentrations of these metals in blood.",Environment international,2014
24552957,Long-term health consequences of prenatal arsenic exposure: links to the genome and the epigenome.,"Arsenic continues to poison the water of millions of individuals around the globe. Despite the potentially devastating effects of arsenic on worldwide human health, the impacts of such exposure on vulnerable populations including pregnant women and their unborn children are understudied. Data from human populations exposed early in life highlight the increased mortality risks related to both cancer and non-cancer endpoints. The molecular underpinnings for these effects are largely unknown. Here we highlight the current studies linking prenatal arsenic exposure and health effects, particularly those that examined associations between arsenic exposure and altered genomic and epigenetic signaling. Current needs in the field to increase our understanding of the molecular basis for adult disease are mentioned.",Reviews on environmental health,2014
24535499,Chemical mixtures and children's health.,"Humans are routinely exposed to multiple chemicals simultaneously or sequentially. There is evidence that the toxicity of individual chemicals may depend on the presence of other chemicals. Studies on chemical mixtures are limited, however, because of the lack of sufficient exposure data, limited statistical power, and difficulty in the interpretation of multidimensional interactions. This review summarizes the recent literature examining chemical mixtures and pediatric health outcomes, with an emphasis on metal mixtures.",Current opinion in pediatrics,2014
